Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,% of Total,Outlinks,Unique Outlinks,External Outlinks,Unique External Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
https://www.visualdomain.com.au/hs-fs/hub/2300175/hub_generated/module_assets/46875558749/1627962441645/module_46875558749_Three_Column_Meet_Our_Creatives.min.js,application/javascript; charset=utf-8,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,1,,0,0,0,0,0,0,0,,,,,,0.092,"Tue, 03 Aug 2021 03:47:22 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/hs-fs/hub/2300175/hub_generated/module_assets/46875558749/1627962441645/module_46875558749_Three_Column_Meet_Our_Creatives.min.js,2021-08-17 10:43:01
https://www.visualdomain.com.au/hs-fs/hub/2300175/hub_generated/module_assets/46571754644/1626240375761/module_46571754644_Global_Navbar_v2_-_transparent.min.css,text/css,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,1,,0,0,0,0,0,0,0,,,,,,0.106,"Wed, 14 Jul 2021 05:26:16 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/hs-fs/hub/2300175/hub_generated/module_assets/46571754644/1626240375761/module_46571754644_Global_Navbar_v2_-_transparent.min.css,2021-08-17 10:43:01
https://www.visualdomain.com.au/hubfs/10-2.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,all,,,,,,,,337196,0,0,1,,0,0,0,0,0,0,0,,,,,,0.129,"Tue, 11 May 2021 04:52:59 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/hubfs/10-2.png,2021-08-17 10:43:01
https://www.visualdomain.com.au/hubfs/Customer%20Logos%20-%20grayscale/METRICON.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,7716,0,0,1,,0,0,0,0,0,0,0,,,,,,0.151,"Fri, 14 Jun 2019 05:44:15 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/hubfs/Customer%20Logos%20-%20grayscale/METRICON.png,2021-08-17 10:43:01
https://www.visualdomain.com.au/videoproduction/category/web-series,text/html; charset=UTF-8,200,OK,Indexable,,Web Series Video Production in Australia | Visual Domain,56,502,Web Series Video Production Company in Australia,48,323,,0,Get Glued To Some Of Our Favourite Web Series,45,,0,Continuously Connect With Your Audience Using A Web Series,58,Web Series,10,,,,https://www.visualdomain.com.au/videoproduction/category/web-series,,,,,,97907,1301,7.307,1,,858,229,99.13,146,50,20,14,,,,,d66cea2f58f8a1e26ff1eb198fd00f2,1.848,"Fri, 13 Aug 2021 22:52:24 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/videoproduction/category/web-series,2021-08-17 10:42:59
https://www.visualdomain.com.au/casestudies,text/html; charset=UTF-8,200,OK,Indexable,,Video Production Portfolio of Previous Work | Visual Domain,59,527,"Visual Domain's portfolio of fast, affordable video production for businesses in Melbourne, Sydney, and beyond. Check out our showreel of funny, inspiring, informative video for Australia's favourite brands.",207,1288,,0,Case Studies,12,,0,STAY IN TOUCH,13,,0,,,,,,,,,,78390,544,3.384,1,,680,229,99.13,129,48,14,8,,,,,678e0f2b8157d94808de39ab569febb1,1.898,"Thu, 12 Aug 2021 04:30:34 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/casestudies,2021-08-17 10:42:59
https://www.visualdomain.com.au/videoproduction/category/case-study-and-testimonials,text/html; charset=UTF-8,200,OK,Indexable,,Video Case Studies and Testimonials | Melbourne | Visual Domain,63,578,Increase your brand's credibility and create a stronger emotional connection with your target audience with video case studies and testimonials. Contact us today!,162,1017,,0,See Why We Are The Experts Of Case Study & Testimonial Videos,61,,0,Case Study & Testimonial Videos That Make A Lasting Connection,62,Case Study & Testimonial,24,,,,https://www.visualdomain.com.au/videoproduction/category/case-study-and-testimonials,,,,,,98837,1258,7.177,1,,847,229,99.13,150,52,20,14,,,,,e271c8fe2936f24222733673dbfda11f,0.211,"Fri, 13 Aug 2021 22:52:22 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/videoproduction/category/case-study-and-testimonials,2021-08-17 10:43:01
https://www.visualdomain.com.au/hubfs/Customer%20Logos%20-%20grayscale/FOOTBALL%20FEDERATION%20AUSTRALIA.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,17396,0,0,1,,0,0,0,0,0,0,0,,,,,,0.105,"Fri, 14 Jun 2019 05:44:15 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/hubfs/Customer%20Logos%20-%20grayscale/FOOTBALL%20FEDERATION%20AUSTRALIA.png,2021-08-17 10:43:01
https://www.visualdomain.com.au/videoproduction/industry/fmcg-and-products,text/html; charset=UTF-8,200,OK,Indexable,,FMCG and Product Video Production Australia | Melbourne | Sydney | Brisbane,75,696,Need FMCG and product videos? Visual Domain offers low costs and fast turnaround with Australia's largest in-house video production team. Melbourne and Sydney.,159,1040,,0,We're really into FMCG and product video production.,52,,0,FMCG and Products,17,,0,,,,https://www.visualdomain.com.au/videoproduction/industry/fmcg-and-products,,,,,,131235,1049,4.476,1,,735,229,99.13,170,53,45,39,,,,,ae283556a2ddb3b393eb2ec1321fbef2,0.129,"Thu, 12 Aug 2021 03:46:03 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/videoproduction/industry/fmcg-and-products,2021-08-17 10:43:01
https://www.visualdomain.com.au/hubfs/Customer%20Logos%20-%20grayscale/POINTSBET.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,14834,0,0,1,,0,0,0,0,0,0,0,,,,,,0.125,"Fri, 14 Jun 2019 05:44:15 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/hubfs/Customer%20Logos%20-%20grayscale/POINTSBET.png,2021-08-17 10:43:01
https://www.visualdomain.com.au/hubfs/13-2.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,all,,,,,,,,51897,0,0,1,,0,0,0,0,0,0,0,,,,,,0.098,"Wed, 19 May 2021 06:16:59 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/hubfs/13-2.png,2021-08-17 10:43:01
https://www.visualdomain.com.au/videoproduction/free-customised-videos,text/html; charset=UTF-8,200,OK,Indexable,,Visual Domain | Increase engagement with personalised video technology,70,642,"Generate new personalised videos, any time you like and engage with your members on a personal level.",101,662,,0,,0,,0,Stay connected,14,Keeping Businesses Connected,28,,,,https://www.visualdomain.com.au/videoproduction/free-customised-videos,,,,,,77259,567,3.613,1,,230,229,99.13,125,48,14,8,,,,,f2faa739b23f697c007811da0948e548,1.976,"Thu, 12 Aug 2021 03:45:55 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/videoproduction/free-customised-videos,2021-08-17 10:42:59
https://www.visualdomain.com.au/videoproduction/category/trending,text/html; charset=UTF-8,200,OK,Indexable,,Lockdown Productions | Remote Solutions For Your Business,57,538,"When booking with Visual Domain, we offer productions to suit any business and any circumstance. Check out what we have been creating for businesses in lockdown.",161,1049,,0,Check Out What We Have Been Creating Remotely For Clients,57,,0,Keep Your Content Rolling Through Lockdown,42,Lockdown Productions,20,,,,https://www.visualdomain.com.au/videoproduction/category/trending,,,,,,115814,978,4.747,1,,716,229,99.13,159,53,34,28,,,,,e8190ae40d1fc91e11ba0037e2829262,0.122,"Fri, 13 Aug 2021 22:52:23 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/videoproduction/category/trending,2021-08-17 10:43:01
https://www.visualdomain.com.au/hs-fs/hub/2300175/hub_generated/template_assets/31536955206/1620279876362/Visual_Domain_2020/Styles/website/website-v2.min.css,text/css,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,1,,0,0,0,0,0,0,0,,,,,,0.166,"Thu, 06 May 2021 05:44:37 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/hs-fs/hub/2300175/hub_generated/template_assets/31536955206/1620279876362/Visual_Domain_2020/Styles/website/website-v2.min.css,2021-08-17 10:43:02
https://www.visualdomain.com.au/pricing,text/html; charset=UTF-8,200,OK,Indexable,,Order Video Production Online | Visual Domain | Pricing,55,487,Video production has just got a lot easier - and more affordable! Order your next video online and skip straight to a producer. Let's get the ball rolling.,155,942,,0,,0,,0,,0,,0,,,,https://www.visualdomain.com.au/pricing,,,,,,87470,1110,6.842,1,,697,229,99.13,125,44,14,8,,,,,81d41a8399e0e1ca1832c8298aa9e225,0.2,"Thu, 12 Aug 2021 03:45:55 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/pricing,2021-08-17 10:43:02
https://www.visualdomain.com.au/videoproduction/industry/real-estate,text/html; charset=UTF-8,200,OK,Indexable,,Real Estate Video Production Australia | Melbourne | Sydney | Brisbane,70,628,"Visual Domain makes real estate videos fast, easy, and affordable. Australia's largest in-house video production company. Melbourne and Sydney.",143,923,,0,We offer fast turnaround real estate video production.,54,,0,Real Estate,11,,0,,,,https://www.visualdomain.com.au/videoproduction/industry/real-estate,,,,,,84847,549,3.22,1,,702,229,99.13,141,48,18,12,,,,,b80ee715479080f8b9e28950a1678d1e,1.799,"Thu, 12 Aug 2021 03:46:04 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/videoproduction/industry/real-estate,2021-08-17 10:43:01
https://www.visualdomain.com.au/hs-fs/hub/2300175/hub_generated/template_assets/20022091858/1589954888146/Visual_Domain_Theme_2019/Coded_Files/Visual_Domain_Plugins.min.js,application/javascript; charset=utf-8,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,1,,0,0,0,0,0,0,0,,,,,,0.114,"Wed, 20 May 2020 06:08:09 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/hs-fs/hub/2300175/hub_generated/template_assets/20022091858/1589954888146/Visual_Domain_Theme_2019/Coded_Files/Visual_Domain_Plugins.min.js,2021-08-17 10:43:03
https://www.visualdomain.com.au/videoproduction/category/training-and-hr,text/html; charset=UTF-8,200,OK,Indexable,,Training and HR Video Production Australia | Visual Domain,58,519,"Training and HR video production across Australia by Visual Domain. Ten years of experience in high quality, engaging training and HR video production. ",152,964,,0,Your Next Great Training & HR Video Starts Here,47,,0,Streamline Your Onboarding And Training Processes With The Power Of Video,73,Training & HR,13,,,,https://www.visualdomain.com.au/videoproduction/category/training-and-hr,,,,,,92489,1031,6.226,1,,835,229,99.13,142,46,18,12,,,,,c2729b9bcd6735c5a3ec1fb015bdc661,1.938,"Fri, 13 Aug 2021 22:52:25 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/videoproduction/category/training-and-hr,2021-08-17 10:43:01
https://www.visualdomain.com.au/one-day,text/html; charset=UTF-8,200,OK,Indexable,,One Day | Visual Domain,23,220,At Visual Domain we love video and we love giving back - so we have decided to unite these two passions  through One Day and give back video for free!,150,961,,0,,0,,0,"INTRODUCING ONE DAY, VISUAL DOMAIN'S NEW NOT-FOR-PROFIT ARM – SUPPORTING YOUR CAUSE, YOUR VOICE, AND YOUR COMMUNITY.",116,,0,,,,https://www.visualdomain.com.au/one-day,,,,,,83400,547,3.178,1,,231,229,99.13,118,41,15,9,,,,,ed97102fb4f64c6a68efc5d2f44e26dc,1.29,"Thu, 12 Aug 2021 03:45:55 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/one-day,2021-08-17 10:43:02
https://www.visualdomain.com.au/videoproduction/category/tvc,text/html; charset=UTF-8,200,OK,Indexable,,TVC Video Production Company Australia | Visual Domain,54,507,Get your business or brand in front of millions of viewers by creating a professional television commercial that can be broadcasted everywhere,142,894,,0,Professional Television Commercial Company in Australia,55,,0,TV Commercials People Watch And Remember,40,TVC,3,,,,https://www.visualdomain.com.au/videoproduction/category/tvc,,,,,,126376,1444,6.494,1,,952,229,99.13,168,52,36,29,,,,,c15167cfb27857eeded52324116299,1.83,"Fri, 13 Aug 2021 22:52:22 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/videoproduction/category/tvc,2021-08-17 10:43:02
https://www.visualdomain.com.au/hs-fs/hub/2300175/hub_generated/template_assets/20022343702/1618287978054/Visual_Domain_Theme_2019/Coded_Files/visual_domain_script.min.js,application/javascript; charset=utf-8,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,1,,0,0,0,0,0,0,0,,,,,,0.087,"Tue, 13 Apr 2021 04:26:19 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/hs-fs/hub/2300175/hub_generated/template_assets/20022343702/1618287978054/Visual_Domain_Theme_2019/Coded_Files/visual_domain_script.min.js,2021-08-17 10:43:04
https://www.visualdomain.com.au/contact-us-now,text/html; charset=UTF-8,200,OK,Indexable,,Contact Us | Leave A Creative Brief | Visual Domain,51,455,Leave your details and someone from our creative video production team will get back to you to discuss your video production solutions. ,136,856,,0,,0,,0,,0,,0,,,,https://www.visualdomain.com.au/contact-us-now,,,,,,76315,469,2.908,1,,478,229,99.13,118,41,14,8,,,,,ebc37e60ad2018feb6ef9057ae1322b2,0.122,"Thu, 12 Aug 2021 03:45:55 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/contact-us-now,2021-08-17 10:43:03
https://www.visualdomain.com.au/about-us?id=offices_scroll,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,About Us | Video Production Company | Partners in Production,60,548,Visual Domain is your Partner in Production. Powered by innovation Visual Domain is your affordable solution to creating consistent video content. ,147,918,,0,Australia's Largest In-House Video Production Company,53,,0,Our Values,10,Our Team,8,,,,https://www.visualdomain.com.au/about-us,,,,,,118302,1731,8.223,1,,467,229,99.13,134,44,14,8,,,,,bb3496b730fc44d3dfc1ff2ab3b94b75,0.126,"Thu, 12 Aug 2021 03:45:55 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/about-us?id=offices_scroll,2021-08-17 10:43:04
https://www.visualdomain.com.au/hs-fs/hub/2300175/hub_generated/module_assets/44653802829/1627961122701/module_44653802829_One_Column_Blue_Banner_Contact_Us_Module.min.css,text/css,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,1,,0,0,0,0,0,0,0,,,,,,0.12,"Tue, 03 Aug 2021 03:25:23 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/hs-fs/hub/2300175/hub_generated/module_assets/44653802829/1627961122701/module_44653802829_One_Column_Blue_Banner_Contact_Us_Module.min.css,2021-08-17 10:43:04
https://www.visualdomain.com.au/hubfs/9-4.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,all,,,,,,,,222145,0,0,1,,0,0,0,0,0,0,0,,,,,,0.084,"Tue, 11 May 2021 04:39:05 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/hubfs/9-4.png,2021-08-17 10:43:04
https://www.visualdomain.com.au/hubfs/Customer%20Logos%20-%20grayscale/MYOB.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,21182,0,0,1,,0,0,0,0,0,0,0,,,,,,0.119,"Fri, 14 Jun 2019 05:44:15 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/hubfs/Customer%20Logos%20-%20grayscale/MYOB.png,2021-08-17 10:43:04
https://www.visualdomain.com.au/hubfs/Customer%20Logos%20-%20grayscale/JETSTAR.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,9367,0,0,1,,0,0,0,0,0,0,0,,,,,,0.134,"Fri, 14 Jun 2019 05:44:15 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/hubfs/Customer%20Logos%20-%20grayscale/JETSTAR.png,2021-08-17 10:43:04
https://www.visualdomain.com.au/videoproduction/category/personalised,text/html; charset=UTF-8,200,OK,Indexable,,Personalised Video Production Australia | Visual Domain,55,492,Visual Domain is Australia's most advanced interactive video production company. Specialists in creativity and technology for personalised video production. ,157,982,,0,Watch What We Can Do With Personalised Video,44,,0,Merge Your Customer Data Into A Video And Speak One-To-One,58,Personalised,12,,,,https://www.visualdomain.com.au/videoproduction/category/personalised,,,,,,95657,1368,8.123,1,,852,229,99.13,144,49,18,12,,,,,5c4418810a050ea6dfe6b7d1382e1b53,1.841,"Fri, 13 Aug 2021 22:52:23 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/videoproduction/category/personalised,2021-08-17 10:43:03
https://www.visualdomain.com.au/hubfs/Customer%20Logos%20-%20grayscale/RAMS.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,28681,0,0,1,,0,0,0,0,0,0,0,,,,,,0.104,"Fri, 14 Jun 2019 05:44:16 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/hubfs/Customer%20Logos%20-%20grayscale/RAMS.png,2021-08-17 10:43:05
https://www.visualdomain.com.au/hs-fs/hub/2300175/hub_generated/template_assets/20021942203/1625547291835/Visual_Domain_Theme_2019/Coded_Files/visual_domain_global_style.min.css,text/css,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,1,,0,0,0,0,0,0,0,,,,,,0.101,"Tue, 06 Jul 2021 04:54:53 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/hs-fs/hub/2300175/hub_generated/template_assets/20021942203/1625547291835/Visual_Domain_Theme_2019/Coded_Files/visual_domain_global_style.min.css,2021-08-17 10:43:05
https://www.visualdomain.com.au/videoproduction/category/brand-stories,text/html; charset=UTF-8,200,OK,Indexable,,Brand Identity Video Production Studio Australia | Visual Domain,64,562,Are you looking for a way to tell your company's story and build your brand identity? Work with the video production team at Visual Domain today.,145,913,,0,Browse Our Brand Identity and Company Profiles,46,,0,Australia's #1 Team for Growing Your Brand Identity,51,Brand Stories,13,,,,https://www.visualdomain.com.au/videoproduction/category/brand-stories,,,,,,125097,1487,6.855,1,,920,229,99.13,170,56,34,27,,,,,17b5963af63154030b243654a76c3fbc,1.87,"Fri, 13 Aug 2021 22:52:22 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/videoproduction/category/brand-stories,2021-08-17 10:43:03
https://www.visualdomain.com.au/hubfs/2-Jul-19-2021-11-29-19-05-PM.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,all,,,,,,,,42360,0,0,1,,0,0,0,0,0,0,0,,,,,,0.081,"Mon, 19 Jul 2021 23:29:20 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/hubfs/2-Jul-19-2021-11-29-19-05-PM.png,2021-08-17 10:43:06
https://www.visualdomain.com.au/hs-fs/hub/2300175/hub_generated/module_assets/46653047881/1620714299086/module_46653047881_Homepage_Client_Review_Module.min.css,text/css,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,1,,0,0,0,0,0,0,0,,,,,,0.108,"Tue, 11 May 2021 06:25:00 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/hs-fs/hub/2300175/hub_generated/module_assets/46653047881/1620714299086/module_46653047881_Homepage_Client_Review_Module.min.css,2021-08-17 10:43:06
https://www.visualdomain.com.au/videoproduction/industry/construction,text/html; charset=UTF-8,200,OK,Indexable,,Construction Video Production Australia | Melbourne | Sydney | Brisbane,71,634,Make your construction video with Australia's largest in-house video production team. Visual Domain are experts at produciing video on tight budgets and short deadlines.,169,1068,,0,We're experts in construction video production.,47,,0,Construction,12,,0,,,,https://www.visualdomain.com.au/videoproduction/industry/construction,,,,,,80042,496,3.087,1,,705,229,99.13,138,46,15,9,,,,,b8a87666b77521a2ee9f7dfafe3daf1a,1.908,"Thu, 12 Aug 2021 03:46:03 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/videoproduction/industry/construction,2021-08-17 10:43:04
https://www.visualdomain.com.au/hubfs/11-2.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,all,,,,,,,,171214,0,0,1,,0,0,0,0,0,0,0,,,,,,0.09,"Tue, 11 May 2021 04:39:45 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/hubfs/11-2.png,2021-08-17 10:43:06
https://www.visualdomain.com.au/hubfs/15-1.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,all,,,,,,,,46537,0,0,1,,0,0,0,0,0,0,0,,,,,,0.085,"Wed, 19 May 2021 06:17:14 GMT",,,,HTTP/1.1,https://www.visualdomain.com.au/hubfs/15-1.png,2021-08-17 10:43:06
